name,line
HAMLET,"The important acting of your dread command? O, say!"
Ghost,Do not forget: this visitation
Ghost,Is but to whet thy almost blunted purpose.
Ghost,"But, look, amazement on thy mother sits:"
Ghost,"O, step between her and her fighting soul:"
Ghost,Conceit in weakest bodies strongest works:
Ghost,"Speak to her, Hamlet."
HAMLET,"How is it with you, lady?"
QUEEN GERTRUDE,"Alas, how is't with you,"
QUEEN GERTRUDE,That you do bend your eye on vacancy
QUEEN GERTRUDE,And with the incorporal air do hold discourse?
QUEEN GERTRUDE,"Forth at your eyes your spirits wildly peep,"
QUEEN GERTRUDE,"And, as the sleeping soldiers in the alarm,"
QUEEN GERTRUDE,"Your bedded hair, like life in excrements,"
QUEEN GERTRUDE,"Starts up, and stands on end. O gentle son,"
QUEEN GERTRUDE,Upon the heat and flame of thy distemper
QUEEN GERTRUDE,Sprinkle cool patience. Whereon do you look?
HAMLET,"On him, on him! Look you, how pale he glares!"
HAMLET,"His form and cause conjoin'd, preaching to stones,"
HAMLET,"Would make them capable. Do not look upon me,"
HAMLET,Lest with this piteous action you convert
HAMLET,My stern effects: then what I have to do
HAMLET,"Will want true colour, tears perchance for blood."
QUEEN GERTRUDE,To whom do you speak this?
HAMLET,Do you see nothing there?
QUEEN GERTRUDE,"Nothing at all, yet all that is I see."
HAMLET,Nor did you nothing hear?
QUEEN GERTRUDE,"No, nothing but ourselves."
HAMLET,"Why, look you there! look, how it steals away!"
HAMLET,"My father, in his habit as he lived!"
HAMLET,"Look, where he goes, even now, out at the portal!"
HAMLET,Exit Ghost
QUEEN GERTRUDE,This the very coinage of your brain:
QUEEN GERTRUDE,This bodiless creation ecstasy
QUEEN GERTRUDE,Is very cunning in.
HAMLET,Ecstasy!
HAMLET,"My pulse, as yours, doth temperately keep time,"
HAMLET,And makes as healthful music: it is not madness
HAMLET,"That I have utter'd: bring me to the test,"
HAMLET,"And I the matter will re-word, which madness"
HAMLET,"Would gambol from. Mother, for love of grace,"
HAMLET,"Lay not that mattering unction to your soul,"
HAMLET,"That not your trespass, but my madness speaks:"
HAMLET,"It will but skin and film the ulcerous place,"
HAMLET,"Whilst rank corruption, mining all within,"
HAMLET,"Infects unseen. Confess yourself to heaven,"
HAMLET,"Repent what's past, avoid what is to come,"
HAMLET,"And do not spread the compost on the weeds,"
HAMLET,"To make them ranker. Forgive me this my virtue,"
HAMLET,For in the fatness of these pursy times
HAMLET,"Virtue itself of vice must pardon beg,"
HAMLET,"Yea, curb and woo for leave to do him good."
QUEEN GERTRUDE,"O Hamlet, thou hast cleft my heart in twain."
HAMLET,"O, throw away the worser part of it,"
HAMLET,And live the purer with the other half.
HAMLET,"Good night: but go not to mine uncle's bed,"
HAMLET,"Assume a virtue, if you have it not."
HAMLET,"That monster, custom, who all sense doth eat,"
HAMLET,"Of habits devil, is angel yet in this,"
HAMLET,That to the use of actions fair and good
HAMLET,"He likewise gives a frock or livery,"
HAMLET,"That aptly is put on. Refrain to-night,"
HAMLET,And that shall lend a kind of easiness
HAMLET,"To the next abstinence: the next more easy,"
HAMLET,"For use almost can change the stamp of nature,"
HAMLET,"And either [         ] the devil, or throw him out"
HAMLET,"With wondrous potency. Once more, good night:"
HAMLET,"And when you are desirous to be bless'd,"
HAMLET,"I'll blessing beg of you. For this same lord,"
HAMLET,Pointing to POLONIUS
HAMLET,"I do repent: but heaven hath pleased it so,"
HAMLET,"To punish me with this and this with me,"
HAMLET,That I must be their scourge and minister.
HAMLET,"I will bestow him, and will answer well"
HAMLET,"The death I gave him. So, again, good night."
HAMLET,"I must be cruel, only to be kind:"
HAMLET,Thus bad begins and worse remains behind.
HAMLET,"One word more, good lady."
QUEEN GERTRUDE,What shall I do?
HAMLET,"Not this, by no means, that I bid you do:"
HAMLET,"Let the bloat king tempt you again to bed,"
HAMLET,"Pinch wanton on your cheek, call you his mouse,"
HAMLET,"And let him, for a pair of reechy kisses,"
HAMLET,"Or paddling in your neck with his damn'd fingers,"
HAMLET,"Make you to ravel all this matter out,"
HAMLET,"That I essentially am not in madness,"
HAMLET,"But mad in craft. 'Twere good you let him know,"
HAMLET,"For who, that's but a queen, fair, sober, wise,"
HAMLET,"Would from a paddock, from a bat, a gib,"
HAMLET,Such dear concernings hide? who would do so?
HAMLET,"No, in despite of sense and secrecy,"
HAMLET,Unpeg the basket on the house's top.
HAMLET,"Let the birds fly, and, like the famous ape,"
HAMLET,"To try conclusions, in the basket creep,"
HAMLET,And break your own neck down.
QUEEN GERTRUDE,"Be thou assured, if words be made of breath,"
QUEEN GERTRUDE,"And breath of life, I have no life to breathe"
QUEEN GERTRUDE,What thou hast said to me.
HAMLET,"I must to England, you know that?"
QUEEN GERTRUDE,"Alack,"
QUEEN GERTRUDE,I had forgot: 'tis so concluded on.
HAMLET,"There's letters seal'd: and my two schoolfellows,"
HAMLET,"Whom I will trust as I will adders fang'd,"
HAMLET,"They bear the mandate, they must sweep my way,"
HAMLET,"And marshal me to knavery. Let it work,"
HAMLET,For 'tis the sport to have the engineer
HAMLET,Hoist with his own petard: and 't shall go hard
HAMLET,"But I will delve one yard below their mines,"
HAMLET,"And blow them at the moon: O, 'tis most sweet,"
HAMLET,When in one line two crafts directly meet.
HAMLET,This man shall set me packing:
HAMLET,I'll lug the guts into the neighbour room.
HAMLET,"Mother, good night. Indeed this counsellor"
HAMLET,"Is now most still, most secret and most grave,"
HAMLET,Who was in life a foolish prating knave.
HAMLET,"Come, sir, to draw toward an end with you."
HAMLET,"Good night, mother."
HAMLET,"Exeunt severally, HAMLET dragging in POLONIUS"
HAMLET,ACT IV
HAMLET,SCENE I. A room in the castle.
HAMLET,"Enter KING CLAUDIUS, QUEEN GERTRUDE, ROSENCRANTZ, and GUILDENSTERN"
KING CLAUDIUS,"There's matter in these sighs, these profound heaves:"
KING CLAUDIUS,You must translate: 'tis fit we understand them.
KING CLAUDIUS,Where is your son?
QUEEN GERTRUDE,Bestow this place on us a little while.
QUEEN GERTRUDE,Exeunt ROSENCRANTZ and GUILDENSTERN
QUEEN GERTRUDE,"Ah, my good lord, what have I seen to-night!"
KING CLAUDIUS,"What, Gertrude? How does Hamlet?"
QUEEN GERTRUDE,"Mad as the sea and wind, when both contend"
QUEEN GERTRUDE,"Which is the mightier: in his lawless fit,"
QUEEN GERTRUDE,"Behind the arras hearing something stir,"
QUEEN GERTRUDE,"Whips out his rapier, cries, 'A rat, a rat!'"
QUEEN GERTRUDE,"And, in this brainish apprehension, kills"
QUEEN GERTRUDE,The unseen good old man.
KING CLAUDIUS,O heavy deed!
KING CLAUDIUS,"It had been so with us, had we been there:"
KING CLAUDIUS,"His liberty is full of threats to all,"
KING CLAUDIUS,"To you yourself, to us, to every one."
KING CLAUDIUS,"Alas, how shall this bloody deed be answer'd?"
KING CLAUDIUS,"It will be laid to us, whose providence"
KING CLAUDIUS,"Should have kept short, restrain'd and out of haunt,"
KING CLAUDIUS,"This mad young man: but so much was our love,"
KING CLAUDIUS,"We would not understand what was most fit,"
KING CLAUDIUS,"But, like the owner of a foul disease,"
KING CLAUDIUS,"To keep it from divulging, let it feed"
KING CLAUDIUS,Even on the pith of Life. Where is he gone?
QUEEN GERTRUDE,To draw apart the body he hath kill'd:
QUEEN GERTRUDE,"O'er whom his very madness, like some ore"
QUEEN GERTRUDE,"Among a mineral of metals base,"
QUEEN GERTRUDE,"Shows itself pure, he weeps for what is done."
KING CLAUDIUS,"O Gertrude, come away!"
KING CLAUDIUS,"The sun no sooner shall the mountains touch,"
KING CLAUDIUS,But we will ship him hence: and this vile deed
KING CLAUDIUS,"We must, with all our majesty and skill,"
KING CLAUDIUS,"Both countenance and excuse. Ho, Guildenstern!"
KING CLAUDIUS,Re-enter ROSENCRANTZ and GUILDENSTERN
KING CLAUDIUS,"Friends both, go join you with some further aid:"
KING CLAUDIUS,"Hamlet in madness hath Polonius slain,"
KING CLAUDIUS,And from his mother's closet hath he dragg'd him:
KING CLAUDIUS,"Go seek him out, speak fair, and bring the body"
KING CLAUDIUS,"Into the chapel. I pray you, haste in this."
KING CLAUDIUS,Exeunt ROSENCRANTZ and GUILDENSTERN
KING CLAUDIUS,"Come, Gertrude, we'll call up our wisest friends,"
KING CLAUDIUS,"And let them know, both what we mean to do,"
KING CLAUDIUS,"And what's untimely done. O, come away!"
KING CLAUDIUS,My soul is full of discord and dismay.
KING CLAUDIUS,Exeunt
KING CLAUDIUS,SCENE II. Another room in the castle.
KING CLAUDIUS,Enter HAMLET
HAMLET,Safely stowed.
HAMLET,ROSENCRANTZ:
HAMLET,GUILDENSTERN:
HAMLET,[Within]  Hamlet! Lord Hamlet!
HAMLET,What noise? who calls on Hamlet?
HAMLET,"O, here they come."
HAMLET,Enter ROSENCRANTZ and GUILDENSTERN
ROSENCRANTZ,"What have you done, my lord, with the dead body?"
HAMLET,"Compounded it with dust, whereto 'tis kin."
ROSENCRANTZ,"Tell us where 'tis, that we may take it thence"
ROSENCRANTZ,And bear it to the chapel.
HAMLET,Do not believe it.
ROSENCRANTZ,Believe what?
HAMLET,That I can keep your counsel and not mine own.
HAMLET,"Besides, to be demanded of a sponge! what"
HAMLET,replication should be made by the son of a king?
ROSENCRANTZ,"Take you me for a sponge, my lord?"
HAMLET,"Ay, sir, that soaks up the king's countenance, his"
HAMLET,"rewards, his authorities. But such officers do the"
HAMLET,"king best service in the end: he keeps them, like"
HAMLET,"an ape, in the corner of his jaw, first mouthed, to"
HAMLET,be last swallowed: when he needs what you have
HAMLET,"gleaned, it is but squeezing you, and, sponge, you"
HAMLET,shall be dry again.
ROSENCRANTZ,"I understand you not, my lord."
HAMLET,I am glad of it: a knavish speech sleeps in a
HAMLET,foolish ear.
ROSENCRANTZ,"My lord, you must tell us where the body is, and go"
ROSENCRANTZ,with us to the king.
HAMLET,"The body is with the king, but the king is not with"
HAMLET,the body. The king is a thing--
GUILDENSTERN,"A thing, my lord!"
HAMLET,"Of nothing: bring me to him. Hide fox, and all after."
HAMLET,Exeunt
HAMLET,SCENE III. Another room in the castle.
HAMLET,"Enter KING CLAUDIUS, attended"
KING CLAUDIUS,"I have sent to seek him, and to find the body."
KING CLAUDIUS,How dangerous is it that this man goes loose!
KING CLAUDIUS,Yet must not we put the strong law on him:
KING CLAUDIUS,"He's loved of the distracted multitude,"
KING CLAUDIUS,"Who like not in their judgment, but their eyes,"
KING CLAUDIUS,"And where tis so, the offender's scourge is weigh'd,"
KING CLAUDIUS,"But never the offence. To bear all smooth and even,"
KING CLAUDIUS,This sudden sending him away must seem
KING CLAUDIUS,Deliberate pause: diseases desperate grown
KING CLAUDIUS,"By desperate appliance are relieved,"
KING CLAUDIUS,Or not at all.
KING CLAUDIUS,Enter ROSENCRANTZ
KING CLAUDIUS,How now! what hath befall'n?
ROSENCRANTZ,"Where the dead body is bestow'd, my lord,"
ROSENCRANTZ,We cannot get from him.
KING CLAUDIUS,But where is he?
ROSENCRANTZ,"Without, my lord, guarded, to know your pleasure."
KING CLAUDIUS,Bring him before us.
ROSENCRANTZ,"Ho, Guildenstern! bring in my lord."
ROSENCRANTZ,Enter HAMLET and GUILDENSTERN
KING CLAUDIUS,"Now, Hamlet, where's Polonius?"
HAMLET,At supper.
KING CLAUDIUS,At supper! where?
HAMLET,"Not where he eats, but where he is eaten: a certain"
HAMLET,convocation of politic worms are e'en at him. Your
HAMLET,worm is your only emperor for diet: we fat all
HAMLET,"creatures else to fat us, and we fat ourselves for"
HAMLET,maggots: your fat king and your lean beggar is but
HAMLET,"variable service, two dishes, but to one table:"
HAMLET,that's the end.
KING CLAUDIUS,"Alas, alas!"
HAMLET,A man may fish with the worm that hath eat of a
HAMLET,"king, and cat of the fish that hath fed of that worm."
KING CLAUDIUS,What dost you mean by this?
HAMLET,Nothing but to show you how a king may go a
HAMLET,progress through the guts of a beggar.
KING CLAUDIUS,Where is Polonius?
HAMLET,"In heaven, send hither to see: if your messenger"
HAMLET,"find him not there, seek him i' the other place"
HAMLET,"yourself. But indeed, if you find him not within"
HAMLET,"this month, you shall nose him as you go up the"
HAMLET,stairs into the lobby.
KING CLAUDIUS,Go seek him there.
KING CLAUDIUS,To some Attendants
HAMLET,He will stay till ye come.
HAMLET,Exeunt Attendants
KING CLAUDIUS,"Hamlet, this deed, for thine especial safety,--"
KING CLAUDIUS,"Which we do tender, as we dearly grieve"
KING CLAUDIUS,"For that which thou hast done,--must send thee hence"
KING CLAUDIUS,"With fiery quickness: therefore prepare thyself,"
KING CLAUDIUS,"The bark is ready, and the wind at help,"
KING CLAUDIUS,"The associates tend, and every thing is bent"
KING CLAUDIUS,For England.
HAMLET,For England!
KING CLAUDIUS,"Ay, Hamlet."
HAMLET,Good.
KING CLAUDIUS,"So is it, if thou knew'st our purposes."
HAMLET,"I see a cherub that sees them. But, come, for"
HAMLET,"England! Farewell, dear mother."
KING CLAUDIUS,"Thy loving father, Hamlet."
HAMLET,"My mother: father and mother is man and wife, man"
HAMLET,"and wife is one flesh, and so, my mother. Come, for England!"
HAMLET,Exit
KING CLAUDIUS,"Follow him at foot, tempt him with speed aboard,"
KING CLAUDIUS,"Delay it not, I'll have him hence to-night:"
KING CLAUDIUS,Away! for every thing is seal'd and done
KING CLAUDIUS,"That else leans on the affair: pray you, make haste."
KING CLAUDIUS,Exeunt ROSENCRANTZ and GUILDENSTERN
KING CLAUDIUS,"And, England, if my love thou hold'st at aught--"
KING CLAUDIUS,"As my great power thereof may give thee sense,"
KING CLAUDIUS,Since yet thy cicatrice looks raw and red
KING CLAUDIUS,"After the Danish sword, and thy free awe"
KING CLAUDIUS,Pays homage to us--thou mayst not coldly set
KING CLAUDIUS,"Our sovereign process, which imports at full,"
KING CLAUDIUS,"By letters congruing to that effect,"
KING CLAUDIUS,"The present death of Hamlet. Do it, England,"
KING CLAUDIUS,"For like the hectic in my blood he rages,"
KING CLAUDIUS,"And thou must cure me: till I know 'tis done,"
KING CLAUDIUS,"Howe'er my haps, my joys were ne'er begun."
KING CLAUDIUS,Exit
KING CLAUDIUS,SCENE IV. A plain in Denmark.
KING CLAUDIUS,"Enter FORTINBRAS, a Captain, and Soldiers, marching"
PRINCE FORTINBRAS,"Go, captain, from me greet the Danish king,"
